,Comentario,Score
284,"El hotel esta bien, como una ultima opción, instalaciones regulares, los empleados intentan dar un buen servicio, solo un elevador en servicio, lento la atención en recepción, el cuarto esta limpio, tarda mucho en salir el agua caliente, las toallas muestran mucho uso.",2
285,Hotel bonito. Habitaciones bonitas y limpias personal bueno la señoritas esmeralda y Amanda muy amables recepción muy atentos gracias a hotel mision por atenderme con gusto regreso en mi proxima visita,5
286,"Hotel bonito, habitaciones limpias personal amable la senoritas adriana, esmeralda y amanda me atendieron muy bien. El bufet del restaurant muy rico, gracias por atenderme, hotel recomendable exelente servicio.",5
287,Muy bonito el hotel muy limpio muy amable la señorita Esmeralda con buena actitud con la sonrisa siempre lo recomiendo mucho las camaristas tambien muy amables los felicito mucho por su es fuerso en la abitacion felicito a la señorita Esmeralda grasias por su amavilidad,5
288,Muy bonito hotel to do muy limpio y el personal muy amable enespecial LA supervisors Esmeralda q siempre nos atendio con una Buena actitud y una sonrisa lo recombiendo all 100% fue una estancia plasentera y bolver a regresar a este bonito hotel si que the hasen sentir Como end casa,5
289,"Exelente hotel... Instalaciones confortables las habitaciones limpias y muy bonitas, las camaristas son muy amables.. en el restaurant bufet delicioso en recepción me atendieron muy amables el hotel en general está muy bien y céntrico, si es recomendable",5
290,"Excelente servicio por parte de la sra. Graciela, muy atenta y amable, instalaciones muy limpias y acogedoras. Muy buena ubicación con todos los servicios cerca,en frente hay un banorte, tiendas cerca, restaurantes, etc... cerca de museos y demás atracciones turísticas.",5
291,"Muy buen servicio y hospitalidad. Está en buena zona. Muy recomendado para visitar el centro ya que está muy bien ubicado, el lugar es muy limpio y demasiada amabilidad y comodidad. Rico desayuno con gran variedad.",5
292,"Te atienden de manera muy amena y todo está perfectamente acomodado, está en buena zona y es altamente recomendable para pasar unas buenas Vacaciones en Monterrey con un excelente servicio. Las camas muy cómodas",5
293,"Es muy agradable regresar a este hotel, el personal siempre bien atento a lo que uno nesesita , habitación limpia la señorita Amanda cómo siempre bien atenta y servicial, regresaré otra vez a este hotel. Gracias",5
294,Hotel bonito muy céntrico el personal muy amable en especial la sta Adriana que varias ocasiones le preguntamos algunas cosas y ella muy amable nos respondía saludo espero volver al hotel y encontrarnos con esta clase de gente,5
295,"Excelente servicio muy bonito, muy limpio y organizado por parte de el personal además de que la señorita Amanda nos atendio muy bien es muy amable tiene excelente actitud por el servicio a los huéspedes",5
296,"Pésimo hotel, dos noches hospedados y en ambas noches nunca se tuvo agua caliente, pese a que se marcó a recepción, la segunda noche desde las 8:30 am ya estaban con ruidos de taladro, martillo y nadie te da respuesta hasta después de 2 horas, cuartos súper viejos y mal olor en ellos, pareciera que no los limpian correctamente. QUE DECEPCIÓN.!",2
297,"Nos quedamos dos noches, en la el custro estaba sucio, no había agua en la regadera y no pudieron arreglarla, en la segunda noche que nos quedamos dos días después, no nos tocó que a las ocho de la mañana hicieran arreglos al piso de arriba y no nos dejaran dormir, comenzaron los trabajos de remodelacion con un ruido infernal, hablamos cuatro ocasiones y no resolvieron, las habitaciones. Son sucias y viejas, las persianas son de papel y todas rotas, EVITEN EL HOSPEDARSE!!",1
298,"Excelente habitación tenía todo lo necesario para nuestra visita muy bien a habitación lo único malo fue que batallamos con el agua caliente, el trato de la señora camarista coco fue muy amable y muy servicial.",5
299,"Hospedarte en este hotel es de lo peor. No limpian los cuartos del hotel, la alfombra estaba cochina, las sabanas y edredon olian a humedad. El elevador no funcionaba hacia el piso 5, entonces tenia que subir al piso 6 y bajar por las escaleras, que no tenian iluminación. EL baño estaba sucio. El aire acondicionado del piso tampoco servia, y no quisieron prestarnos el control de un minisplit que estaba en el piso. En realidad el hotel es pésimo, no se vale que muestren fotos que no son reales.",1
300,La habitación estaba muy bien tenía lo necesario lo único malo fue el Internet fue muy malo la atención de la señora coco fue muy amable muy buen servicio también no me agradó la atención del restaurante.,5
301,"Muy contento y satisfecho con La atención de Las Sritas. Emeralda y Amanda fue De gran agrado y excelencia, me quedo con un gran sensación de satisfacción por estas atenciones mil gracias por sus finas atenciones",5
302,"Exelente hotel, personal muy amables el sr luis intendente muy amable la señorita amanda y esmeralda bien atentas a mis nesecidades, buen ambiente que se recibe en este hotel. Bufet de restaurant muy rico. hotel recomendable",5
303,"Muy buen hotel , las habitaciones comodas el señor luis de limpieza muy atento al igual que la señorita Amanda. Hotel centrico y agradable recepcion el joven alex es muy amable y siempre con una sonrisa . Super recomendable, uno se siente en su casa. Gracias hotel mision mty centro historico por todas sus atenciones.",5
304,Me parece muy exelente todo limpio el personal muy atento sobre todo la Sta Adriana y la Sta esmeralda muy amable esperamos regresar pronto saludos desde Veracruz esperamos encontrarnos con las mismas personas,5
305,La habitación estuvo muy bien tenía todo lo necesario para nuestra estancia muy buen clima la señora coco fue muy amable y nos trato muy bien nos hizo sentir en casa lo único que no nos gusto fue el trato en recepción de ahí para haya todo estuvo muy bien.,5
306,"El hotel para ser Misión deja muchisimo que desear, el día de llegamos la señorita Tabita nos recibe de una forma grosera diciendo que el Check in es a las 3 pm, y ok lo entiendo pero hay formas de decir las cosas, cabe señalar que en el Hotel Francia de Aguascalientes nos dieron la habitación a las 8 am sin ningún problema y hasta nos dijeron literalmente ""para que descansen"", ahora en Monterrey la señorita Tabita hasta regañandonos que la hora de entrega (por si no sabíamos) era a las 3pm después de esa hora se nos dará la habitación, los baños se ven viejos y sale poca agua caliente.",3
307,"Para ser un hotel de la cadena Misión dejo mucho que desear: olía mucho a humedad, el aire acondicionado falla, el agua caliente un día si había y al otro día no, los alimentos insípidos, solo porque esta ubicado en una zona céntrica pero nada mas. No lo recomiendo",2
308,"Excelente ubicación, habitaciones limpias ,elevadores muy bonitos la señora coco y la señorita esmeralda muy amables , el joven tacho muy atento en su trabajo, felicito a hotel MISION por su personal y buen ambiente",5
309,Exelente habitación buen clima con todo lo necesario para nuestra estancia la atención de la señora Coco fue muy amable y muy servicial nadamás lo que no fue mi agrado fue el trato en recepción espero y cambien en eso.,5
310,"Buena atecion por parte de supervisora esmeralda, areas publicas adriana. Felicidaes por la atecion en general. Los meseros freiry y tadeo muy atentos espero regresar y encontrarme con la misma atecion. Saludos",5
311,Muchas gracias x sus atenciones en el hotel le agradesco mucho ala sra adriana y ala sra esmeralda que en todo momento nos ayudaron con nuestras preguntas. Muy bonito el hotel el lobi muy limpio gracias nuevamente lo recomiendo y pronto volveremos al hotel,5
312,"El hotel esta en muy buena ubicacion, la habitacion que nos toco estaba perfectamente limpia y tenia buen clima la senora coco nos atendio muy amable y muy servicial estuvo atenta a todas nuestras necesidades , excelente hotel.",5
313,El hotel muy bonito muy limpio lo único incómodo fue el clima que no funcionaba pero en todo lo demás muy bien la comida del restaurante muy buena.muchas gracias ala srta Adriana que en nuestro tiempo que estuvimos ahy se porto muy hamable y muy atenta.muchas gracias,5
314,"Felicito muy ampliamente a este establecimiento y sobre todo agradesco y felicito a la camarista Lucy, por su excelente atención y vocación de servicio. Siempre con una amable sonrrisa y con mucha eficiencia. Muchas gracias por todo.",5
315,Me gusto mucho está muy bien el servicio lo recomiendo adrina exelente todo muy ordenado y muy limpio bueno temperaturas y muy buena comida en muy buen estado y buen lugar céntrico todo muy tranquilo y te atienden muy bien en todo lo recomiendo,5
316,"Muy bonita la habitacion , limpia , baño limpio todo funcionando bien el aire acondicionado , televisión y una buena atención de la sra Adriana cada que necesitamos algo muy accesible igualmente en recepción muy atentos todos",4
317,"Hotel muy bonito, habitaciones limpias, sobre todo a la srta Coral y Esme muy atentas en todo. Gracias por todo el servicio Saludos desde Hidalgo. Bobby muy bonito. Restaurante y en general todo bien Gracias",5
318,"3 compañeros de la empresa nos hospedamos en 3 habitraciones diferentes y todos coincidimos en que las condiciones de mantenimiento son deplorables y la limpieza infima. Alfombras lustrosas y apelmasadas, coladeras oxidadas, hongos en las regaderas, vista por la ventana a muros de tabique y patios con material de desecho, sabanas con manchas rojas!",1
319,En la habitación que me hospede exelente servicio y limpieza la señora Coco muy amable y muy atenta a nuestras necesidades y en la habitación tenía todo lo necesario para nuestra estancia solo el clima no enfriada lo suficiente y mi familia y yo tuvimos calor.,5
320,"Habitación bonita. Baño limpio, personal atento y capacitado todos los empleados atentos ,el joven isidro, esmeralda, la señora socorro, coral, Olga Adriana en todo este tiempo que estuve hospedado tuve el gusto de conocerlos gracias por atenderme",5
321,"El hotel está bien, sobre todo en la zona centro.. me entregaron la habitación limpia la señora coral muy amable. Igual que el joven Isidro.. en el restaurant el bufet muy rico la atención del joven Javier muy amable.. la señorita Esmeralda trato de darme un buen servicio al buscarme una habitación que si funcionará el clima. En mi opinión tienen muy buen personal que atiende.. pero al hotel le falta mucho mantenimiento en los climas",5
